date time	attacker id	att name	att power	att team	defender id	def name	def power	team	points	attacker pets	defender pets	comment	A flag/totem	D flag/totem	A flag desc/Totem skills	D flag desc/Totem skills	replay
11/05 19:42	61882168	Тема	1013744	Тен(295) Эде(208) Вер(145) Мор(195) Анг(171)	57103721	Будённый	1289752	Бру(254) Мор(254) Кер(240) Ара(225) Тен(317)	35				Т6-130 Д6-127	Т6-130	"ЛП2 ПР3 ГС2 ЭЭ5"	"ГН5 ЗС4  "	https://www.hero-wars.com?replay_id=1778517776890205523	
11/05 19:31	62072200	Пух	1131150	Игн(213) Ияр(169) Ара(224) Сол(302) Мол(224)	57103763	СЕРЕНЬКИЙ	1210957	Ава(220) Вер(203) Сол(315) Эде(220) Ияр(253)	35				О6-130 С6-130	Д6-130 С6-130	"ПВ5 ЗС4 ГС1 ТК2"	"ГС3 ПД4 ЛП4 ПД5"	https://www.hero-wars.com?replay_id=1778517078994024160	
11/05 18:58	61882212	Оди	881874	Гип(212) Ара(184) Тид(191) Аше(151) Мол(143)	31598186	Fduch	1158611	Анг(242) Ава(242) Вер(208) Эде(225) Сил(242)	35				О6-130 В6-130	Д6-130	"ПВ4 ПР4 ШГ5 ПД5"	"ГС5 ЭЭ5  "	https://www.hero-wars.com?replay_id=1778515083890065602	
11/05 18:50	61882250	Kamul27rus	1156812	Люм(189) Ияр(264) Ара(121) Сол(314) Риг(269)	32566382	КАЧОК130	1341725	Риг(272) Аше(208) Сол(318) Ара(225) Тен(318)	35				С6-130	С6-130 О6-130	"ЛП4 ЗС4  "	"ТП5 ТК5 ПВ5 ЗС5"	https://www.hero-wars.com?replay_id=1778514610989558775	
11/05 18:45	61882204	Лапочка	1077996	Тен(215) Аше(202) Амо(223) Вул(199) Риг(238)	31598186	Fduch	1282397	Нов(242) Кер(255) Маи(242) Гип(225) Тен(318)	35				С6-130 О6-130	В6-130 Т6-130	"ЛП4 ТК4 ПВ5 ПР5"	"ШГ5 ЭЭ5 ПВ5 ЗС5"	https://www.hero-wars.com?replay_id=1778514339945241210	
11/05 17:48	61883387	FEDOR	1050334	Гип(220) Маи(197) Тид(206) Нов(208) Сиг(219)	22180636	KosmoS	1265337	Нов(242) Кер(255) Маи(225) Гип(225) Тен(318)	35				В6-130	В6-130 Т6-130	"ШГ4 ПД5  "	"ЛП5 ЭЭ5 ГН5 ЗС5"	https://www.hero-wars.com?replay_id=1778510905579791751	
11/05 17:16	62138549	YaElf	1161763	Тен(307) Гип(218) Тид(203) Нов(218) Сиг(216)	48430872	Eleo	1245930	Риг(250) Мол(240) Сол(311) Ара(223) Игн(223)	35				В6-130	О6-130 С6-130	"ШГ3 ПД4  "	"ПВ5 ПР3 ЛП3 ЗС4"	https://www.hero-wars.com?replay_id=1778508995582294271	
11/05 17:15	61882154	Виларт	1032041	Маи(205) Аше(200) Вул(182) Нов(219) Сиг(225)	57103780	Chico7046623	1282397	Нов(242) Кер(255) Маи(242) Гип(225) Тен(318)	35				В6-130 О6-130	В6-130 Т6-130	"ЛП5 ТК5 ПВ4 ПР3"	"ШГ5 ПД5 ГН5 ЭЭ5"	https://www.hero-wars.com?replay_id=1778508939541683926	
11/05 17:14	61882267	ZOV	1278959	Игн(239) Ара(222) Сол(312) Мол(239) Риг(267)	22180924	Друид	1235711	Риг(244) Мол(225) Сол(317) Ара(225) Игн(225)	35				О6-130 С6-130	О6-130 С6-130	"ПВ4 ПР4 ЛП3 ЗС5"	"ПВ5 ПР5 ЛП5 ТК4"	https://www.hero-wars.com?replay_id=1778508862380737524	
11/05 17:10	62084549	Тихая	1108563	Тен(258) Гип(210) Тид(199) Нов(210) Мор(232)	35614578	Хома	1231261	Мол(242) Аше(208) Сол(318) Ара(225) Люм(238)	35				В6-130 Т6-130	О6-130 С6-130	"ЛП2 ПД4 ГН3 ЭЭ1"	"ПВ5 ПР5 ЛП5 ТК5"	https://www.hero-wars.com?replay_id=1778508645698357544	
11/05 17:09	61991077	3ve	1040416	Тен(225) Гип(198) Тид(204) Нов(198) Бру(216)	22180930	Infinity	1256920	Риг(270) Мол(224) Сол(315) Ара(224) Игн(224)	35				В6-130 Т6-130	О6-130 С6-130	"ШГ3 ПД5 ГН4 ТК5"	"ПВ5 ЗС4 ЛП4 ТК5"	https://www.hero-wars.com?replay_id=1778508562412578634	
11/05 17:06	61882156	3.14_ZDETS	1075812	Гип(212) Сол(260) Тид(188) Нов(214) Риг(201)	32566382	КАЧОК130	1158611	Анг(242) Ава(242) Вер(208) Эде(225) Сил(242)	35				В6-130 С6-130	Д6-130	"ГС4 ТК4 ГН1 ПР4"	"ГС5 ЭЭ5  "	https://www.hero-wars.com?replay_id=1778508374590630852	
11/05 16:55	61882154	Виларт	1027469	Игн(187) Гип(225) Ара(210) Тид(198) Мол(208)	35614578	Хома	1158611	Анг(242) Ава(242) Вер(208) Эде(225) Сил(242)	35				О6-130 В6-130	Д6-130	"ПВ4 ПР3 ЛП5 ТК5"	"ГС5 ПД5  "	https://www.hero-wars.com?replay_id=1778507710509298313	
11/05 14:21	61882137	G_G	899316	Гип(165) Эде(217) Вер(184) Тид(131) Ава(202)	57245376	Yuriy	1242971	Ава(225) Вер(208) Сол(315) Эде(225) Ияр(270)	35				Д6-130 В6-111	Д6-130 С6-130	"ГС5 ЭЭ5 ШГ2 ПД3"	"ГС5 ЭЭ5 ЛП4 ЗС5"	https://www.hero-wars.com?replay_id=1778498491858360371	
11/05 08:28	61882137	G_G	1016538	Ияр(196) Ара(204) Сол(208) Аше(201) Мол(209)	47549941	(((_Т_И_Г_Р_)))	1236910	Ава(223) Вер(206) Сол(315) Эде(223) Ияр(270)	35				О6-130 С6-130	Д6-130 С6-130	"ПВ3 ПР4 ЛП5 ТК5"	"ГС4 ПР5 ЛП5 ЗС3"	https://www.hero-wars.com?replay_id=1778477320095630400	
11/05 07:52	61882246	Nergal	1382551	Люм(234) Тен(312) Ияр(256) Сол(312) Бру(267)	22180648	OlegL	1133760	Анг(242) Ава(225) Вер(208) Эде(225) Сил(234)	35				С6-130 Т6-130	Д6-130	"ЛП4 ЗС3 ГН4 ТК3"	"ГС5 ЭЭ5  "	https://www.hero-wars.com?replay_id=1778475122147358345	
11/05 07:08	61882177	Rom	1033293	Гип(215) Маи(198) Тид(199) Нов(206) Сиг(217)	57223315	Ромыч	1225654	Ава(224) Вер(207) Сол(317) Эде(224) Ияр(254)	35				В6-130	Д6-130 С6-130	"ГС4 ПД5  "	"ГС5 ЭЭ4 ЛП5 ТК4"	https://www.hero-wars.com?replay_id=1778472508456775051	
